token_id,old_metadata_cid,new_metadata_cid
58450016580621041141841211306253629727656585501248702727811619991962813148836,QmVKLZtsA4JYb1wpWJ2M2xXMBatFtZAvzGN3z2LRo1nbnS,QmYzmEFEfDd6LJuzeDRmvHKpogk1AJ9LEg4UsBjHPmesCs
58450016580621041141841211306253629727656585501248702727811619991962813148837,QmVpeViUVjFXDKU2EE7eiNR9tfnMNjY9f3NGjD2caguTrT,QmXQV6pQYGd8b1kd7jJkHZ3wSXke8RtxKkftWjbhtrYBjz
58450016580621041141841211306253629727656585501248702727811619991962813148838,QmVYgRmeSFHqJmUsnzGPdvpRtgimV8iBXgnNkLqczU4fwU,QmW5yXJMdQGJusZWizpHU4AFzut79xYQn2WD6kaJKghjFu
58450016580621041141841211306253629727656585501248702727811619991962813148839,QmbqB1AP6DNaewHrkp6ynZUxWXejn9e1UhfwTkWQ5hYf7P,QmPP2aHm5aPXhFAceuUeA4aAXpW2ChmxKPbeoUmJjHqrLr
58450016580621041141841211306253629727656585501248702727811619991962813148840,QmUyygBBv5pkDKUucDPAUYa6mWmRpPLeVY8dkLTt5brARM,QmaLx3dCpuGZot2F2r4qGRa7hjEfdYRdX1e8qasp9qSkyo
58450016580621041141841211306253629727656585501248702727811619991962813148841,QmSRUmipUi3jzaJWQ5BdgyphbQME7rTbVN61eQ8ehcRjEe,QmcWWS2Pe7YR1s43rs2S1TSAHYcLYpKqM8oq13aWqtDexP
58450016580621041141841211306253629727656585501248702727811619991962813148842,QmQrSHHoMnMszSLLQArhp6TCVwWN8THy5TDneLPFUFox4F,QmSiWmH7MicP88mDg9DvSa2jYthpoBkaxVC9R11EQcowZP
58450016580621041141841211306253629727656585501248702727811619991962813148843,QmZZfs5cQSjqBT9USyfkRBzAYJrwYggzEhWPWiXK5N58tN,Qmd7MSvHzXYp9iKaH9W4guWiw7s4gWksGrwgefqfytnQ7W
58450016580621041141841211306253629727656585501248702727811619991962813148844,QmV3ARgmhHBa76zRG62qUaJH3LBBzvPVYcrqiQp3zkR8j5,Qmf42ZHuBcxagepHhsM8YZRnV2rsYGt3RgxxRFBy9CxnR5
58450016580621041141841211306253629727656585501248702727811619991962813148845,QmeJr1t7eHvuRNG5WyHmRVYzrdmLPtuEjMetXPNV7TDwMM,QmNjm1pG4uG99pdUn1j9ES3jWphB7VSBzWa18XUJimkgJF
58450016580621041141841211306253629727656585501248702727811619991962813148846,Qmdgh9dgmHZsVJZYGHP3wnXNZbjbt3VrCXmvZZbCFrGsTZ,QmT4JzDfctxJcpc78QgeACmcSbXB2EN2uBJiJdMqEQhYvr
58450016580621041141841211306253629727656585501248702727811619991962813148847,QmTZk3i7bNXRVJqB5Qwo5iGLEhwA7TjypXU73VM9Mfdgk8,QmUzSMHGVSEjyvCzWbCKHHkkMV6B63Xc6haLM6f2t64kG6
58450016580621041141841211306253629727656585501248702727811619991962813148848,QmWMgGEHcYmT15SHTZ2xexVJK635cJ6bpEMzKqNeMS8sBm,QmZy8XnueZuE3VEjCtaaKEiWKvg95w3TGC8E9Er757C5Hm
58450016580621041141841211306253629727656585501248702727811619991962813148849,QmZHddwYH2weZzcRFG5tugWKYtftVs8krmU6BEbndLJq67,QmXRer8ukCmEv2ZsC3NTH1pTufrtXW4sP4SLwedLzyuEU3
58450016580621041141841211306253629727656585501248702727811619991962813148850,QmUevQDi5zLcBxZ6HyUcLegoFb6iKE65wZ62Q6ZRk4akMK,QmVfM3DqzfanDrK1of12xJVC2q6kK5kAAvbB68oxoggt7D
58450016580621041141841211306253629727656585501248702727811619991962813148851,QmdFwXDXRCjmXPhpsa2XajMyCphgf34Puk5m6fxShQBivs,QmSguQUNcFqNnXwvwM6PqtbhqZNFoWzGbd5cdscNQe3Tyg
58450016580621041141841211306253629727656585501248702727811619991962813148852,QmewznVk8iRNwFhEwWrynDSicsvdFrZ94gCqhQFQXQUH2h,Qmb9oUDqGmaHt1ZdmPyQJPbeewCLb3NdPbZnL2KyAmYpZZ
58450016580621041141841211306253629727656585501248702727811619991962813148853,QmQzr2qqN2cj2v418wr9EgHWHL5Eb9M7rj2jnaQ8hwk94y,QmR7pGWHGPwwAv2n3V8y1GGNPddESkYM2YncjCtpApYHKS
58450016580621041141841211306253629727656585501248702727811619991962813148854,QmWR9YN3kTcf7A8qhGB58hznaUf1BS1kdUej6742jcAdgM,QmPeEvXjJcLLT5MGUDxyAXaZRVpE59kmzNV5iWGzySifhG
58450016580621041141841211306253629727656585501248702727811619991962813148855,QmPQfbYpvcgperDodqDVJHzFbm4vsCQvnZh1VtxNAip1S1,QmeiCLvpXtCc7Cewz6Wub38NGQXcNKNusgd1iK7ReyBkg1
58450016580621041141841211306253629727656585501248702727811619991962813148856,QmNvurfFCcRTmrKx1wFPm3uoZMbZPSLcaFcPDfuNPyBbwi,QmRrC7nxPootKo6DufR9QyjWC88poaqcFiVi4nYjaivv8Q
58450016580621041141841211306253629727656585501248702727811619991962813148857,QmUr3oL3XWvSeXJZTH4hTFt5Lgf1qwXWQm34coTXbyhqzE,QmXJCMPTNLXdyGhiNSjBXXchnHwwRzo3VENs7knqK3w6Z2
58450016580621041141841211306253629727656585501248702727811619991962813148858,QmUWYHJc24taUiYnRchdULXD64WvD8WpM6QEah19wzuHPB,QmP2p7Rz5syKT6r2nVt3qsCrLK6n2CWEjhULn2M93xbwqn
